"infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
2,"2","1","4","1","1","1","3","1","3","4","4","1","3","2","2","3","2","1","5","5","5","5","3",9.7,19.91,2.43,2.36,2,2,"1","5","5","5","5","5","5","1","เหนือ",1,1
1,"2","3","3","1","2","1","2","1","1","4","4","1","4","2","1","2","1","1","5","5","5","5","3",14.9,19.59,2.96,2.89,1,1,"1","1","1","1","1","1","1","1","เหนือ",2,3
2,"3","1","2","4","1","1","1","1","1","4","4","1","4","4","4","4","5","4","4","3","3","4","1",17.1,0.9,3.65,2.38,1,3,"1","1","1","1","1","1","1","1","เหนือ",2,1
2,"3","1","1","1","1","1","2","1","4","4","4","1","4","1","1","1","1","1","5","5","5","5","3",12.5,19.94,3.05,3.02,2,2,"1","3","1","3","3","2","1","1","เหนือ",1,3
2,"2","1","3","2","3","1","1","1","1","4","4","1","4","4","2","3","4","3","3","2","3","2","1",11.6,8.66,2.6,1.95,1,1,"2","1","1","1","1","1","1","1","เหนือ",2,0
2,"2","1","1","3","1","1","1","1","1","4","4","1","3","3","2","3","3","3","3","2","3","4","2",7.8,9.94,1.95,1.48,2,1,"2","1","1","3","1","2","1","1","เหนือ",2,1
2,"3","1","4","3","1","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","4","5","3",19.5,17.82,3.63,3.48,2,2,"1","5","3","3","4","5","5","1","เหนือ",1,1
2,"3","3","1","4","2","1","1","3","3","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.9,19.65,3.16,3.01,2,2,"3","5","5","5","4","5","5","1","เหนือ",1,2
2,"3","3","4","3","4","1","4","1","4","4","4","1","4","3","2","3","2","1","5","5","4","5","3",12.8,17.98,2.63,2.58,1,3,"2","1","1","1","1","1","1","1","เหนือ",2,2
2,"3","3","1","4","2","1","4","1","4","4","4","4","4","4","2","4","4","3","5","4","5","5","2",7.2,17.27,2.33,2.31,1,2,"2","4","3","3","4","2","4","1","เหนือ",1,1
2,"4","3","4","4","1","1","4","1","4","4","1","1","4","3","2","3","3","1","3","4","4","5","3",12.7,11.69,2.64,2.13,2,1,"2","1","1","3","4","1","1","1","เหนือ",1,0
1,"3","4","4","4","1","1","4","1","2","4","4","1","4","5","5","5","5","5","2","2","2","1","1",13.5,0.26,2.58,1.37,1,2,"3","5","5","5","5","5","5","1","เหนือ",2,1
2,"3","1","4","4","1","1","4","1","4","4","4","1","4","4","2","4","3","2","3","4","3","4","3",13.2,13.24,2.62,2.26,1,2,"1","1","1","2","1","1","1","1","เหนือ",2,1
2,"2","2","3","4","1","1","3","1","4","4","4","1","4","3","2","4","3","3","3","2","3","4","3",10.8,9.59,2.57,2.01,2,2,"2","4","4","5","4","4","5","1","เหนือ",2,1
1,"2","1","2","3","4","1","1","1","1","4","2","1","4","1","1","1","1","1","5","5","5","5","3",9.7,19.56,3.01,2.99,2,2,"2","5","5","5","5","5","5","1","เหนือ",2,2
2,"3","4","3","4","4","1","4","1","4","4","1","1","4","5","5","5","5","4","3","3","3","4","1",12.8,3.29,2.67,1.61,2,2,"2","5","5","5","4","5","5","1","เหนือ",2,1
2,"3","1","2","3","2","1","1","1","3","4","1","1","4","2","2","3","2","1","5","4","3","5","3",12.1,18.83,2.85,2.83,2,2,"1","3","2","3","3","4","4","1","เหนือ",2,1
1,"2","1","1","4","2","1","2","1","3","4","4","1","3","2","1","2","2","1","5","5","4","5","3",17.5,17.48,3.75,3.73,2,2,"3","5","4","5","5","5","5","1","เหนือ",1,2
2,"2","1","4","4","1","1","4","1","4","4","3","1","4","1","1","1","1","1","5","5","5","5","3",15.4,19.35,3.28,3.23,2,1,"3","5","3","5","4","5","2","1","เหนือ",1,2
2,"3","1","1","2","1","1","1","1","4","3","4","1","4","4","4","4","4","3","3","3","4","5","1",11.4,6.39,2.43,1.54,2,2,"1","2","2","2","3","4","1","1","เหนือ",2,0
2,"2","3","4","4","1","2","4","1","3","4","4","1","4","4","2","4","3","3","3","3","4","5","2",11.5,8.1,2.79,2.16,2,1,"3","3","3","3","3","4","5","1","เหนือ",2,1
2,"3","1","4","4","2","1","4","1","4","4","4","2","4","5","5","5","5","5","3","2","3","2","1",10.4,0.41,2.76,1.49,2,2,"2","4","3","3","3","2","2","1","เหนือ",2,2
2,"3","1","1","1","3","1","1","1","3","4","2","1","4","1","1","1","1","1","5","5","5","5","3",9.5,19.82,2.36,2.33,2,2,"2","3","1","3","2","2","1","1","เหนือ",1,2
2,"3","2","4","4","3","2","4","1","3","4","4","1","4","5","5","5","5","5","1","1","1","1","1",14.6,0.05,3.02,1.55,1,2,"3","4","1","3","2","2","4","1","เหนือ",2,0
2,"3","1","4","4","2","1","3","1","4","4","4","3","4","5","5","5","5","4","3","4","4","4","1",17.7,5.75,3.92,2.63,2,1,"1","1","1","1","1","1","1","1","เหนือ",2,1
2,"3","3","1","4","1","1","2","1","4","4","4","1","4","3","2","3","3","3","5","5","5","5","3",12.2,16.74,2.71,2.45,1,1,"3","1","1","1","1","1","1","1","เหนือ",1,1
2,"2","1","4","4","4","1","2","1","4","4","4","1","4","4","2","4","3","2","5","5","5","5","3",8.3,15.61,2.39,2.26,2,1,"1","1","1","3","1","1","1","1","เหนือ",2,2
2,"3","1","4","4","2","1","4","1","4","4","4","1","4","3","2","3","2","1","5","4","4","5","3",11.5,14.41,2.48,2.16,1,2,"2","1","1","3","3","1","1","1","เหนือ",1,2
1,"3","1","4","3","2","1","2","1","2","4","4","1","4","3","2","3","3","3","3","3","3","2","2",8.8,8.05,3.01,2.36,2,3,"2","5","5","5","5","5","4","1","เหนือ",1,0
2,"3","4","4","4","1","1","2","1","4","4","4","1","4","3","2","3","2","3","5","4","4","5","3",15.1,17.54,2.9,2.62,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,1
2,"3","3","4","4","1","1","4","1","4","4","4","1","4","4","4","5","5","3","3","2","3","2","2",13.7,4.85,3.11,2.19,1,3,"1","1","1","2","2","2","1","1","เหนือ",2,1
2,"2","1","1","1","4","1","1","1","4","4","4","1","4","2","1","1","2","1","5","5","5","5","3",10.4,18.86,2.93,2.92,1,2,"2","1","1","1","1","1","1","1","เหนือ",1,1
2,"2","4","3","4","1","2","4","1","4","4","4","1","4","3","1","3","2","1","5","5","5","5","3",11.2,18.9,3.03,2.79,1,2,"2","1","1","1","1","1","1","1","เหนือ",1,1
2,"3","4","4","4","1","2","4","4","2","4","4","1","4","4","4","4","5","4","3","2","2","2","3",8.3,1.25,2.7,1.42,2,2,"2","5","5","5","4","5","5","1","เหนือ",1,0
2,"2","2","4","4","1","1","4","1","4","4","4","1","4","3","2","3","2","1","5","5","5","5","3",15.2,18.47,2.71,2.63,2,2,"3","5","5","5","5","5","5","1","เหนือ",1,1
2,"3","4","4","2","2","1","4","1","3","4","4","3","4","4","3","4","5","3","5","4","4","5","2",13.9,2.82,2.39,1.23,1,3,"1","1","1","3","1","2","1","1","เหนือ",1,0
2,"3","4","4","4","2","1","4","2","4","4","4","1","4","4","2","4","4","4","3","3","1","2","3",13.9,5.79,2.52,1.58,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,1
2,"2","2","4","4","4","3","4","1","4","4","4","1","4","5","5","5","5","5","2","1","3","2","1",13.6,0.26,2.21,0.92,1,2,"2","4","2","2","2","2","2","1","เหนือ",2,1
2,"3","3","3","4","3","1","2","1","2","4","4","1","4","5","5","4","5","5","3","4","4","4","2",16.2,1.98,3.58,2.33,1,2,"3","4","3","3","4","5","5","1","เหนือ",2,1
2,"3","2","2","4","4","1","4","1","4","4","4","1","4","2","1","3","2","1","5","5","5","5","3",11.6,19.53,2.67,2.62,2,1,"1","3","1","2","1","2","1","1","เหนือ",1,3
2,"3","4","3","4","2","1","2","4","1","4","4","1","4","3","2","3","2","1","5","5","4","5","3",13.8,17.86,3.21,2.98,2,2,"2","5","4","5","5","5","5","1","เหนือ",1,0
2,"2","1","2","4","1","1","4","1","4","4","4","1","4","4","2","4","4","4","3","1","1","3","1",14.7,0.09,2.91,1.68,2,1,"3","3","3","3","2","2","2","1","เหนือ",2,1
2,"3","1","2","1","2","1","3","1","2","4","4","2","4","2","1","1","1","1","5","5","5","5","3",7,19.84,1.77,1.77,2,1,"1","1","1","2","1","2","1","1","เหนือ",1,2
2,"3","4","3","3","2","1","4","1","3","4","4","1","4","3","2","3","2","1","5","5","5","5","3",13.8,19.92,2.91,2.89,1,2,"3","3","3","3","2","4","2","1","เหนือ",1,0
1,"3","3","2","4","1","1","2","1","3","4","4","1","3","4","3","4","5","3","3","1","1","2","1",19.8,0.5,3.69,2.52,1,2,"2","3","2","3","2","2","2","1","เหนือ",2,1
2,"3","2","2","4","4","1","3","2","3","4","4","1","4","4","3","4","4","4","5","4","5","5","3",11.9,14.83,2.99,2.35,1,2,"3","3","1","3","4","4","1","1","เหนือ",2,1
2,"3","1","1","2","2","1","2","1","3","2","2","1","4","5","5","4","5","5","3","2","2","2","1",11.8,1,2.56,1.36,1,3,"1","3","2","1","1","1","1","1","เหนือ",2,0
2,"2","4","4","4","2","1","3","3","4","4","4","1","4","3","2","3","2","1","5","5","5","5","3",11.3,19.74,2.22,2.11,1,1,"2","1","1","3","1","1","1","1","เหนือ",2,2
2,"3","1","3","4","3","1","1","1","2","4","4","1","4","3","2","3","1","1","5","5","5","5","3",13.4,19.51,3.24,3.23,1,3,"1","1","1","3","3","2","1","1","เหนือ",2,2
2,"3","1","1","3","4","1","2","1","2","3","3","1","4","3","2","3","2","1","5","5","4","5","3",16.6,19.02,3.53,3.5,1,2,"3","5","3","3","3","4","4","1","เหนือ",2,1
2,"3","4","4","4","1","1","4","1","4","4","4","3","4","4","3","4","4","2","5","3","4","5","3",11.5,8.73,2.34,1.61,1,2,"3","3","2","3","3","2","1","1","เหนือ",2,2
1,"3","1","1","4","1","1","4","2","4","4","2","1","4","3","2","3","3","3","4","3","4","5","3",7.2,12.98,2.53,2.14,2,1,"3","3","1","3","1","4","2","1","เหนือ",1,2
2,"3","2","3","4","3","2","4","1","4","4","4","2","4","5","5","5","5","5","3","4","3","4","1",11.8,3.64,2.72,1.57,2,2,"1","5","5","5","5","5","5","1","เหนือ",2,2
2,"2","2","2","4","1","1","4","2","3","4","4","1","4","2","2","2","2","1","5","4","5","5","3",9.5,19.82,2.57,2.55,1,2,"3","4","3","3","3","2","1","1","เหนือ",2,2
2,"3","4","3","4","4","1","4","1","3","4","4","3","4","4","3","4","4","4","5","3","4","5","1",13.4,4.72,2.78,1.87,2,1,"1","1","1","1","1","1","1","1","เหนือ",2,2
2,"3","1","4","4","2","1","1","1","4","4","4","2","4","5","5","5","5","4","4","4","3","5","1",12.7,1.96,2.93,1.66,1,1,"2","1","1","1","1","1","1","1","เหนือ",1,0
2,"3","3","4","4","2","1","4","1","4","4","3","1","4","5","5","5","5","5","2","1","1","2","1",14.7,0.72,3.14,1.76,2,2,"2","4","3","3","4","5","3","1","เหนือ",2,1
2,"2","4","4","4","3","3","4","2","4","4","4","1","4","5","5","5","5","5","5","3","3","2","1",9.4,1.55,3.09,1.92,1,2,"2","4","3","3","3","2","1","1","เหนือ",2,0
2,"3","1","4","4","4","1","1","1","2","4","3","1","4","1","1","1","1","1","5","5","5","5","3",17,19.16,3.02,2.99,2,2,"3","5","3","5","5","5","4","1","เหนือ",1,2
2,"3","2","3","4","2","1","3","1","2","4","4","1","4","4","3","4","4","3","3","4","3","3","3",9.8,7.15,2.63,1.77,1,2,"3","4","3","3","3","4","4","1","เหนือ",2,1
1,"3","2","4","4","1","1","4","1","4","4","4","1","4","5","5","5","5","5","1","1","1","1","1",4.5,0.07,2.78,1.36,1,2,"2","5","3","5","5","5","5","1","เหนือ",2,0
2,"2","4","2","4","3","1","4","1","4","4","4","1","4","4","3","4","3","3","3","3","3","3","3",9.9,3.33,2.24,1.21,2,2,"2","3","1","3","2","2","1","1","เหนือ",2,1
2,"3","1","1","2","2","1","1","1","1","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.8,19.99,3.14,3.01,1,3,"1","3","1","3","3","2","1","1","เหนือ",1,3
2,"3","4","4","4","4","1","2","1","4","4","2","1","3","4","2","3","4","3","5","4","4","5","3",10.5,9.98,3.1,2.22,2,2,"2","5","5","5","5","5","5","1","เหนือ",2,1
2,"4","2","3","3","1","1","4","2","4","4","4","1","4","3","2","4","3","2","5","5","4","5","3",10.4,18,2.65,2.61,2,2,"3","4","3","3","4","4","4","1","เหนือ",2,2
2,"3","2","4","3","2","1","2","2","2","4","4","2","4","1","1","1","1","1","5","5","5","5","3",13.1,19.78,3.21,3.18,1,2,"2","1","1","2","1","1","1","1","เหนือ",1,3
2,"2","2","3","4","3","1","4","1","4","4","4","1","4","5","5","5","5","5","1","1","1","1","1",11.3,2.24,3.39,2.33,1,2,"1","1","1","2","1","1","1","1","เหนือ",2,0
1,"3","1","3","4","1","1","2","1","1","4","1","1","3","3","2","3","3","1","4","3","4","5","3",12.8,13.39,2.83,2.45,2,2,"2","5","5","4","5","5","5","1","เหนือ",1,1
2,"3","2","4","4","1","1","4","2","3","4","2","1","4","2","1","1","1","1","5","5","5","5","3",12.3,19.72,2.48,2.47,1,2,"1","1","1","1","1","1","1","1","เหนือ",1,2
1,"3","3","4","4","4","1","4","1","3","4","4","2","4","2","1","3","2","1","5","5","5","5","3",13.3,19.83,2.53,2.45,2,2,"2","5","5","5","5","5","5","1","เหนือ",1,2
2,"3","4","1","4","3","1","1","1","4","4","4","1","4","3","2","3","3","1","3","3","4","4","3",8.1,7.69,2.55,1.87,1,1,"2","1","1","1","1","1","1","1","เหนือ",1,1
2,"2","4","4","4","1","1","4","1","4","4","4","1","4","5","5","5","5","5","2","1","1","1","1",8.6,0.31,1.99,0.57,2,2,"2","4","3","3","4","5","5","1","เหนือ",1,0
2,"3","3","3","4","2","1","1","1","2","4","4","1","4","4","2","4","3","3","5","4","4","4","2",15.4,10.04,3.5,2.86,2,1,"2","4","3","3","4","5","4","1","เหนือ",2,1
2,"3","2","4","4","1","1","4","1","1","4","4","1","4","4","2","4","5","4","3","3","3","2","2",15.2,0.58,3.13,1.94,2,3,"1","3","1","3","2","2","1","1","เหนือ",2,2
2,"3","4","4","4","2","1","4","1","1","4","4","1","4","4","2","4","4","3","5","3","3","4","3",8.8,5.57,3.24,2.42,2,1,"2","3","2","3","3","4","5","1","เหนือ",2,1
2,"3","3","4","4","2","1","2","1","3","4","2","1","2","1","1","1","1","1","5","5","5","5","3",14,19.97,2.59,2.56,1,3,"1","1","1","1","1","1","1","1","เหนือ",2,2
2,"3","2","4","4","1","1","4","1","4","4","4","1","4","3","2","4","3","1","5","5","5","5","3",9.2,19.17,2.56,2.52,2,1,"3","5","5","5","3","4","5","1","เหนือ",1,2
2,"2","2","4","4","2","1","2","1","4","4","4","1","4","4","4","4","5","4","3","3","3","4","2",13.6,7.34,3.06,1.96,2,3,"2","5","5","3","5","5","4","1","เหนือ",2,1
1,"2","1","2","2","1","1","3","1","2","4","3","1","4","1","2","2","1","1","5","4","4","5","3",9.2,18.68,2.54,2.54,2,2,"1","3","1","3","4","3","2","1","เหนือ",2,1
1,"3","4","4","3","3","1","3","1","2","4","3","3","4","4","2","4","4","4","5","5","5","5","3",13.4,16.86,3.85,3.27,2,2,"3","5","3","5","5","5","5","1","เหนือ",1,1
2,"3","2","2","4","4","2","4","1","2","4","4","1","4","4","2","4","4","2","5","4","5","5","3",8,17.74,2.21,2.19,2,2,"2","4","3","3","4","5","5","1","เหนือ",1,1
2,"3","1","3","4","1","2","1","1","3","4","4","1","4","3","2","3","2","2","5","4","5","5","2",11.6,17.99,3.11,3.06,2,2,"2","5","5","5","5","5","5","1","เหนือ",2,2
2,"3","2","4","4","2","1","4","1","3","4","4","1","4","4","3","4","5","4","3","2","2","2","2",10.8,4.75,2.51,1.69,1,3,"1","1","1","2","1","2","1","1","เหนือ",2,2
2,"3","4","1","4","1","1","2","1","4","4","4","1","4","4","2","4","4","3","4","4","3","4","3",9.3,11.52,3.06,2.36,1,1,"2","1","1","2","1","1","1","1","เหนือ",2,1
2,"4","3","4","4","4","1","4","1","2","4","4","1","4","4","2","4","5","3","5","4","5","5","3",11.4,8.61,2.56,2.02,2,2,"2","5","3","3","4","4","5","1","เหนือ",1,2
2,"3","1","2","4","2","1","1","1","2","4","3","1","4","1","1","1","1","1","5","5","5","5","3",10.3,19.91,2.52,2.5,2,3,"1","5","3","3","5","5","5","1","เหนือ",2,2
2,"3","2","3","4","2","1","2","2","4","4","4","2","4","4","2","3","4","3","5","3","4","5","3",12.1,9.74,2.84,1.96,2,3,"1","3","3","3","4","4","4","1","เหนือ",1,1
2,"3","2","4","4","1","1","3","1","4","4","3","1","4","3","2","3","2","1","5","4","4","5","3",8.9,15.69,2.88,2.48,2,1,"1","1","1","2","1","1","1","1","เหนือ",1,2
1,"3","1","3","3","2","1","1","1","4","4","4","1","4","3","2","3","2","1","3","3","4","4","3",13.5,15.89,2.86,2.8,2,2,"1","3","3","3","4","5","2","1","เหนือ",1,1
1,"3","4","1","4","1","1","2","1","3","4","4","1","4","3","2","3","3","2","4","5","4","5","3",6.6,18.71,1.35,1.15,2,2,"3","5","3","3","5","5","4","1","เหนือ",2,2
2,"1","4","3","4","2","1","4","2","1","4","4","2","4","5","5","5","5","5","3","3","2","2","1",8.4,0.46,2.22,0.9,2,1,"2","3","1","3","3","2","1","1","เหนือ",2,0
1,"3","1","2","4","2","1","1","1","1","4","4","1","4","3","2","3","2","1","5","3","3","4","2",5.6,11.92,1.73,1.39,1,2,"2","5","3","5","5","5","5","1","เหนือ",1,1
2,"3","2","4","4","2","1","4","1","2","4","4","3","4","2","1","1","2","1","5","5","5","5","3",13.1,19.79,2.46,2.45,1,2,"3","5","5","5","5","5","5","1","เหนือ",2,4
2,"3","2","4","4","3","1","4","1","4","4","4","1","4","3","2","3","3","1","5","4","4","4","3",11.1,16.95,2.91,2.38,1,2,"2","1","1","3","3","2","1","1","เหนือ",2,2
2,"3","3","3","4","1","1","4","2","4","4","4","1","4","4","2","4","3","4","3","2","3","3","3",9.5,5.01,2.29,1.27,2,2,"3","5","5","5","5","5","5","1","เหนือ",1,1
1,"3","1","2","1","1","1","2","1","2","4","4","1","4","3","2","3","3","2","3","2","3","2","2",15.6,8.81,2.61,1.91,1,3,"1","1","1","3","2","1","1","1","เหนือ",2,1
2,"3","4","4","4","1","1","4","2","4","4","3","1","4","3","2","3","2","1","5","4","5","5","3",7.3,18.72,2.37,2.31,2,2,"1","4","3","3","3","4","1","1","เหนือ",1,1
2,"3","2","1","4","1","1","2","1","3","4","2","1","4","4","2","4","3","3","5","4","4","5","3",13.1,8.43,2.73,1.74,2,2,"2","3","2","3","4","2","1","1","เหนือ",1,1
2,"3","3","4","2","2","1","4","2","4","4","4","1","4","5","5","5","5","5","3","2","3","3","1",11.8,1.45,2.49,1.32,2,2,"1","4","3","3","3","4","4","1","เหนือ",2,1
2,"2","4","4","2","4","1","4","3","4","4","4","1","4","4","2","4","4","3","5","5","5","5","3",13.4,10,3.02,2.08,1,3,"1","1","1","1","1","1","1","1","เหนือ",2,2
1,"3","1","4","3","2","1","3","1","2","4","3","1","4","5","5","5","5","4","2","2","1","3","1",11.3,0.41,2.45,1.17,2,3,"1","1","1","3","2","2","1","1","เหนือ",2,0
2,"2","1","1","3","1","1","4","1","4","4","4","1","4","4","4","4","4","3","5","5","4","5","2",10.1,11.29,3.14,2.7,2,2,"2","4","3","3","5","2","5","1","เหนือ",1,1
2,"1","3","2","4","1","1","4","1","4","4","3","1","4","3","2","3","2","1","5","5","5","5","3",9,18.68,2.59,2.56,1,1,"2","1","1","1","1","1","1","1","เหนือ",2,2
2,"3","4","4","4","4","1","3","1","2","4","3","1","4","3","2","4","3","2","5","5","5","5","3",18.3,19.92,3.63,3.56,2,3,"2","4","4","3","5","4","4","1","เหนือ",1,2
1,"3","4","4","4","4","1","2","1","4","4","4","1","4","5","5","5","5","5","1","1","1","1","1",7.8,0.14,1.91,0.5,2,3,"2","5","5","5","5","5","5","1","เหนือ",2,0
1,"2","4","3","3","4","1","3","3","2","4","4","1","4","3","2","3","2","1","5","5","5","5","3",10.7,19,3.01,2.82,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,3
2,"3","1","3","2","1","1","2","1","3","4","4","1","3","3","2","3","3","2","5","4","4","5","2",10.6,15.29,3.02,2.81,2,2,"2","4","3","3","3","4","1","1","เหนือ",2,2
1,"3","2","3","2","1","1","2","1","1","4","4","1","4","3","2","3","2","1","5","3","4","4","3",8.5,18.16,2.8,2.75,2,2,"2","5","3","5","5","5","5","1","เหนือ",1,0
2,"3","1","3","3","1","1","3","1","2","2","4","1","4","3","2","3","2","2","3","3","3","3","2",7.7,16.66,2.07,2,1,2,"3","3","1","3","4","2","2","1","เหนือ",2,1
2,"3","1","4","4","4","1","4","1","4","4","4","1","4","5","4","4","5","4","5","4","3","5","3",18,7.01,3.43,2.65,1,2,"3","3","1","3","3","4","2","1","เหนือ",2,2
2,"3","3","4","4","4","1","4","1","4","4","4","1","4","3","2","4","4","3","5","5","4","5","3",16.7,14.14,3.42,2.97,1,2,"1","1","1","1","1","1","1","1","เหนือ",1,1
2,"1","3","3","4","3","1","3","1","4","4","4","1","4","4","4","4","4","4","3","3","3","4","2",11.7,5.59,2.46,1.34,2,3,"1","5","3","3","4","5","4","1","เหนือ",2,1
1,"3","2","2","4","2","2","2","1","4","4","4","3","4","2","1","1","1","1","5","4","5","5","3",12.9,19.87,3.44,3.32,2,3,"1","3","2","3","4","3","1","1","เหนือ",1,1
2,"3","1","4","4","4","1","4","1","4","4","4","1","4","5","4","5","5","5","4","3","3","2","1",11.1,0.52,2.89,1.77,2,2,"2","5","5","5","5","5","5","1","เหนือ",2,1
2,"3","2","4","3","4","1","3","2","4","4","4","1","4","2","1","1","1","1","5","5","5","5","3",14.6,19.93,3.49,3.26,2,1,"1","1","1","2","2","2","1","1","เหนือ",1,2
2,"3","1","2","1","2","2","2","1","1","4","2","1","4","3","2","3","2","1","5","5","5","5","3",16.3,19.85,3.23,3.16,2,2,"2","5","5","5","5","5","5","1","เหนือ",1,1
2,"3","2","4","4","1","1","4","1","2","4","4","1","4","4","2","4","4","4","3","1","1","2","2",10.7,2.05,2.07,0.88,1,3,"1","1","1","1","2","2","1","1","เหนือ",2,1
1,"2","1","3","3","1","1","4","1","3","3","4","1","4","5","5","5","5","5","1","1","1","1","1",12.4,0.57,2.61,1.15,2,1,"2","3","1","2","3","1","1","1","เหนือ",2,0
2,"3","3","3","4","4","1","2","1","4","4","4","1","3","2","1","1","1","1","5","5","5","5","3",8.5,19.51,2.06,1.9,2,2,"3","5","5","3","4","5","5","1","เหนือ",2,2
2,"1","4","4","4","3","2","4","1","3","4","4","2","4","3","2","3","3","2","5","5","5","5","3",16,19.25,3.1,2.94,2,2,"1","5","3","3","3","4","4","1","เหนือ",2,2
2,"3","4","4","4","1","2","4","4","3","4","4","4","4","4","5","4","5","4","5","5","5","5","3",12.6,0.33,2.5,1.01,2,1,"2","4","2","3","4","2","1","1","เหนือ",1,0
2,"3","1","2","1","4","2","2","1","3","4","4","1","4","3","2","3","2","1","5","5","4","5","3",12.1,15.3,3.02,2.76,1,3,"2","3","1","3","3","2","2","1","เหนือ",2,2
2,"3","4","2","4","3","1","3","1","1","4","4","1","4","3","2","4","3","2","5","4","4","5","3",12.7,16.22,2.94,2.45,1,1,"1","1","1","2","1","1","1","1","เหนือ",2,1
2,"3","3","4","4","3","1","2","1","4","4","4","1","4","3","3","4","4","3","3","2","2","4","2",10.2,1.44,2.51,1.43,2,2,"1","4","1","3","3","4","4","1","เหนือ",1,0
2,"3","3","4","4","1","1","3","2","4","4","2","1","4","3","1","2","2","1","5","5","5","5","3",9.1,18.28,2.48,2.37,2,2,"3","5","3","3","5","5","5","1","เหนือ",2,2
2,"3","1","3","2","4","1","1","1","3","4","4","1","4","1","1","1","1","1","5","5","5","5","3",13.2,19.96,2.88,2.88,2,2,"3","5","5","5","4","5","5","1","เหนือ",1,2
2,"3","3","3","4","2","1","4","2","3","4","4","1","4","4","2","4","3","3","5","5","5","5","3",13.9,15.98,3.06,2.98,1,2,"3","4","4","3","5","5","5","1","เหนือ",2,2
1,"3","1","2","2","1","1","2","1","4","3","4","1","1","2","1","1","1","1","5","4","4","5","3",8.9,18.36,2.56,2.53,2,3,"2","5","3","5","5","5","5","1","เหนือ",2,1
2,"2","3","1","3","2","1","1","1","2","4","3","1","4","4","2","3","3","2","5","4","4","5","3",14.4,17.13,3.25,3.2,2,1,"1","1","1","2","2","1","1","1","เหนือ",1,1
2,"3","2","2","4","3","1","4","1","3","4","4","2","4","4","2","4","4","3","5","4","4","5","2",7.8,11.87,1.87,1.43,1,1,"1","1","1","1","1","2","1","1","เหนือ",2,3
2,"3","3","3","4","4","1","4","2","3","4","4","1","4","2","1","3","2","1","5","5","5","5","3",12.3,19,2.52,2.25,1,1,"2","1","1","1","2","2","1","1","เหนือ",2,2
1,"4","1","4","2","2","1","3","1","1","4","4","1","4","1","1","1","1","1","5","5","5","5","3",14.7,18.24,3.61,3.57,2,2,"2","5","5","5","5","5","5","1","เหนือ",1,2
2,"2","1","2","1","4","1","1","1","1","4","4","1","4","1","1","1","1","1","5","5","5","5","3",14.7,19.31,2.84,2.83,2,2,"2","5","5","5","5","5","5","1","เหนือ",1,2
2,"3","1","4","4","2","1","4","1","4","4","4","1","4","5","5","5","5","5","2","1","1","1","1",10.1,0.67,2.53,1.2,1,2,"3","1","1","3","1","1","1","1","เหนือ",2,0
2,"2","1","3","4","3","1","4","1","4","4","2","2","4","3","2","4","4","2","5","5","5","5","3",7.9,18.67,1.77,1.76,1,2,"2","1","1","3","2","2","1","1","เหนือ",1,1
2,"3","2","1","4","4","1","4","1","2","4","4","1","4","3","2","3","2","1","5","5","5","5","3",13.2,19.74,2.81,2.63,2,3,"3","5","4","5","4","5","5","1","เหนือ",1,1
2,"2","2","4","4","2","1","4","3","4","4","4","1","4","4","2","4","4","3","5","4","3","2","3",15.3,5.8,3.49,2.68,2,1,"1","1","1","1","1","1","1","1","เหนือ",2,2
2,"3","1","4","4","3","1","4","1","4","4","4","1","4","5","5","5","5","5","1","1","1","1","1",8.7,0.12,2.72,1.34,1,2,"3","1","1","3","3","2","2","1","เหนือ",2,1
1,"3","1","1","4","1","1","4","1","2","4","4","1","4","1","1","2","1","1","5","5","5","5","3",14.7,19.58,2.65,2.61,1,2,"3","3","2","3","2","3","2","1","เหนือ",2,4
2,"3","4","3","4","2","1","4","1","4","4","4","1","4","2","2","3","2","1","5","5","5","5","3",14.1,19.72,3.91,3.87,1,1,"1","1","1","1","1","1","1","1","เหนือ",2,3
2,"3","1","2","4","1","1","4","1","2","4","4","1","4","1","1","1","1","1","5","5","5","5","3",15.5,19.5,3.16,3.1,2,2,"3","5","5","5","5","5","5","1","เหนือ",2,2
2,"3","4","2","4","1","1","2","1","4","4","2","1","4","4","2","4","5","3","3","2","3","1","2",9.6,0.67,3.01,1.55,2,3,"1","5","3","3","5","4","4","1","เหนือ",2,1
2,"3","4","4","4","1","1","4","1","3","4","4","1","4","4","4","4","5","5","3","1","3","2","1",10.9,2.57,2.03,0.98,2,1,"2","5","4","3","5","5","5","1","เหนือ",2,0
