"age","years_study","major","level","work_status","gpa","credits_per_term","withdrawal_count","failed_courses","scholarship_status","family_income","monthly_expense","payment_status","absence_count","activity_participation","library_usage","distance_from_home","accommodation_type","commute_hours","academic_risk"
18,6,"Engineering","Undergraduate","Not Working",0.17,20,3,0,"None",52047,17410,"Current",15,1,1,128,"Apartment",0.3,"High Risk"
24,4,"Medicine","Undergraduate","Not Working",1.45,15,1,0,"None",60400,14996,"Current",11,2,3,382,"Apartment",0.9,"Medium Risk"
23,1,"Business","Undergraduate","Working",2.3,9,1,0,"None",NA,14185,NA,15,0,6,77,"Home",3.1,"Medium Risk"
21,3,"Engineering","Undergraduate","Not Working",2.77,21,0,0,"Partial",30427,15503,"Current",0,3,6,12,"Home",0.5,"Low Risk"
22,4,"Science","Undergraduate","Not Working",2.75,17,1,0,"None",31314,12023,"Delayed",0,3,7,63,"Apartment",0.5,"Low Risk"
19,6,"Science","Undergraduate","Working",2.57,10,0,0,"None",53323,11708,"Current",11,0,7,24,"Home",1,"Low Risk"
21,2,"Science","Undergraduate","Working",2.86,13,0,0,"None",NA,12902,NA,11,0,5,43,"Home",1.7,"Low Risk"
18,3,"Business","Undergraduate","Not Working",1.2,14,3,1,"None",NA,8500,NA,12,2,3,24,"Home",1,"High Risk"
21,1,"Business","Undergraduate","Not Working",3.27,16,0,0,"None",71015,10730,"Current",0,1,5,5,"Home",0.5,"Low Risk"
20,1,"Science","Undergraduate",NA,4,19,0,0,"Partial",57779,9577,"Current",0,4,11,7,"Home",0.5,"Low Risk"
18,3,"Engineering","Undergraduate","Not Working",2.33,17,0,0,"Partial",29554,10838,"Delayed",5,4,5,158,"Dormitory",0.5,"Low Risk"
24,2,"Engineering","Undergraduate","Not Working",0.96,18,2,4,"None",NA,11977,NA,8,2,NA,28,"Home",1.1,"High Risk"
19,5,"Liberal Arts","Graduate","Not Working",3.92,11,0,0,"None",54604,9747,"Current",0,4,9,145,"Apartment",1.1,"Low Risk"
25,1,"Engineering","Undergraduate","Not Working",1.43,17,1,2,"None",10043,11434,NA,5,2,NA,800,"Dormitory",0.2,"Medium Risk"
22,1,"Medicine","Undergraduate","Not Working",2.4,19,0,0,"None",15609,16351,NA,7,4,3,245,"Dormitory",0.8,"Low Risk"
19,4,"Engineering","Undergraduate","Working",2.25,12,2,1,"None",NA,11710,NA,15,0,NA,170,"Dormitory",1,"Medium Risk"
23,6,"Business","Undergraduate","Not Working",2.18,16,2,0,"None",33970,6246,"Current",2,3,4,26,"Home",1,"Medium Risk"
27,3,"Engineering","Undergraduate","Not Working",1.7,15,2,1,"None",30624,11070,"Delayed",9,3,2,21,"Home",0.8,"Medium Risk"
21,5,"Engineering","Undergraduate","Working",1.92,9,0,1,"None",13273,12718,NA,16,2,3,182,"Dormitory",1.4,"High Risk"
21,2,"Engineering","Undergraduate","Not Working",1.84,16,1,0,"None",34930,13370,"Current",10,1,7,800,"Dormitory",1.4,"Medium Risk"
23,3,"Engineering","Undergraduate","Not Working",1.02,13,1,3,"None",30499,14689,"Current",22,1,3,97,"Home",3.9,"High Risk"
18,3,"Liberal Arts","Graduate","Working",2.39,12,0,0,"None",145857,11245,"Current",12,2,3,800,"Dormitory",0.3,"Low Risk"
20,5,"Science","Graduate","Not Working",3.2,12,1,0,"None",27686,10623,"Delayed",0,2,8,251,"Dormitory",0.5,"Low Risk"
19,3,"Liberal Arts","Graduate","Not Working",2.43,6,0,0,"None",52666,9710,"Current",0,4,6,118,"Apartment",1.4,"Low Risk"
21,1,"Science","Undergraduate","Not Working",1.2,20,2,1,"None",31944,13866,"Delayed",8,2,4,87,"Apartment",0.7,"Medium Risk"
23,3,"Engineering","Undergraduate",NA,1.14,9,3,4,"None",NA,11415,NA,19,1,3,15,"Home",0.6,"High Risk"
20,2,"Liberal Arts","Graduate","Working",2.06,12,0,0,"None",40870,7272,"Delayed",12,0,5,152,"Apartment",0.7,"Medium Risk"
18,1,"Liberal Arts","Graduate",NA,2.09,9,0,1,"Full",15685,7432,NA,11,3,4,29,"Home",1.2,"Medium Risk"
21,1,"Business","Graduate","Not Working",0.87,7,1,1,"None",26140,7191,"Delayed",16,2,NA,118,"Dormitory",1.5,"Medium Risk"
21,1,"Liberal Arts","Graduate","Working",3.5,14,0,0,"Partial",12127,10355,"Delayed",7,2,NA,152,"Dormitory",1.1,"Low Risk"
18,1,"Science","Undergraduate","Not Working",4,13,0,0,"Partial",68004,6356,"Current",0,1,NA,147,"Apartment",0.6,"Low Risk"
18,5,"Liberal Arts","Undergraduate",NA,2.34,15,0,0,"None",NA,9364,NA,0,3,6,17,"Home",0.7,"Low Risk"
18,6,"Science","Undergraduate","Not Working",2.76,15,0,0,"Partial",11571,11854,"Current",4,5,6,5,"Home",0.5,"Low Risk"
20,3,"Engineering","Graduate","Not Working",3.45,10,0,0,"None",NA,10627,NA,1,3,11,58,"Home",2.3,"Low Risk"
19,1,"Engineering","Undergraduate","Not Working",2.47,15,0,0,"None",34346,14002,"Delayed",4,3,8,15,"Home",0.6,"Low Risk"
24,4,"Business","Undergraduate","Working",2.32,10,1,1,"None",NA,9596,"Current",14,2,5,121,"Apartment",1,"Low Risk"
18,4,"Liberal Arts","Undergraduate","Not Working",3.83,14,0,0,"Partial",NA,8319,NA,0,3,6,800,"Dormitory",0.8,"Low Risk"
23,3,"Liberal Arts","Undergraduate","Working",3.22,9,0,0,"None",36477,12282,"Delayed",13,2,6,23,"Home",0.9,"Low Risk"
21,3,"Engineering","Undergraduate","Not Working",3.52,21,0,0,"None",39581,11355,"Current",1,2,11,42,"Home",1.7,"Low Risk"
25,1,"Engineering","Undergraduate","Not Working",2.14,18,1,1,"None",29919,14989,NA,5,2,5,194,"Dormitory",1.4,"Low Risk"
19,4,"Science","Undergraduate","Working",1.86,14,2,0,"None",64787,12711,"Current",16,0,7,309,"Apartment",0.4,"Medium Risk"
20,1,"Science","Undergraduate","Not Working",0.8,15,1,2,"None",12887,11292,NA,16,2,3,156,"Dormitory",1,"High Risk"
23,2,"Liberal Arts","Graduate","Not Working",1.9,6,0,0,"None",74826,8210,"Current",9,3,5,26,"Home",1,"Medium Risk"
23,4,"Business","Graduate","Not Working",3.26,7,0,0,"None",23764,8680,"Delayed",5,3,9,141,"Dormitory",1.2,"Low Risk"
21,6,"Science","Graduate","Not Working",2.58,10,0,0,"None",74484,12055,"Current",6,2,6,506,"Dormitory",0.8,"Low Risk"
18,1,"Medicine","Undergraduate","Not Working",3.19,21,0,0,"None",16654,15855,"Delayed",0,4,7,171,"Dormitory",1.4,"Low Risk"
19,6,"Science","Graduate","Working",3.72,14,0,0,"None",58208,12552,"Current",8,2,7,125,"Dormitory",0.3,"Low Risk"
26,2,"Business","Undergraduate","Working",1.6,15,2,3,"None",18070,7360,NA,17,0,3,55,"Home",2.2,"High Risk"
20,2,"Medicine","Graduate","Not Working",4,6,0,0,"None",64567,14914,"Current",1,3,7,243,"Apartment",0.7,"Low Risk"
18,4,"Science","Undergraduate","Not Working",2.46,12,0,0,"None",92302,11850,"Current",0,4,4,161,"Dormitory",1.1,"Low Risk"
23,3,"Engineering","Undergraduate","Working",3.25,14,0,1,"None",78363,11106,"Current",7,1,NA,27,"Home",1.1,"Low Risk"
19,4,"Engineering","Undergraduate","Not Working",2.52,17,1,0,"None",75735,11430,"Current",4,1,NA,24,"Home",1,"Low Risk"
20,5,"Liberal Arts","Graduate","Not Working",2.23,9,0,0,"None",NA,10418,NA,11,3,3,87,"Home",3.5,"Medium Risk"
20,4,"Science","Undergraduate","Working",3.15,11,1,0,"None",67944,10842,"Current",8,1,7,36,"Apartment",0.6,"Low Risk"
22,5,"Engineering","Undergraduate",NA,2.15,13,0,0,"None",11742,11710,"Delayed",1,3,5,173,"Dormitory",1.1,"Low Risk"
24,4,"Liberal Arts","Undergraduate","Not Working",1.51,21,2,1,"None",16546,8798,"Delayed",9,3,0,106,"Dormitory",1.2,"Medium Risk"
19,3,"Medicine","Undergraduate","Not Working",2.32,21,0,0,"None",76736,15330,"Current",9,2,NA,88,"Home",3.5,"Low Risk"
20,1,"Medicine","Undergraduate","Not Working",3.47,18,0,0,"None",NA,14809,NA,0,3,8,61,"Home",2.4,"Low Risk"
21,1,"Business","Undergraduate","Not Working",1.43,20,0,1,"None",63090,10452,"Current",14,1,2,91,"Home",3.6,"Medium Risk"
21,2,"Liberal Arts","Graduate","Not Working",2.77,9,0,0,"None",47931,9726,"Current",0,3,5,89,"Apartment",0.5,"Low Risk"
22,3,"Medicine","Undergraduate",NA,3.03,18,1,0,"None",90434,15249,"Current",0,3,5,151,"Apartment",1.2,"Low Risk"
20,2,"Business","Undergraduate","Not Working",2.04,18,0,1,"None",NA,10566,NA,4,2,4,18,"Home",0.7,"Low Risk"
21,2,"Liberal Arts","Undergraduate","Not Working",2.75,21,0,0,"Full",50440,10565,NA,9,0,4,43,"Apartment",0.5,"Low Risk"
23,1,"Engineering","Undergraduate","Working",3.33,9,0,0,"None",108368,9061,"Current",6,2,5,6,"Home",0.5,"Low Risk"
18,2,"Science","Undergraduate","Not Working",2.34,20,0,0,"None",25931,13864,"Delayed",1,3,5,285,"Dormitory",0.5,"Low Risk"
22,3,"Business","Graduate","Not Working",2.76,12,0,0,"None",18481,14926,"Current",4,2,NA,36,"Home",1.4,"Low Risk"
19,2,"Liberal Arts","Undergraduate","Not Working",3.6,16,0,0,"None",NA,10808,"Current",1,3,10,41,"Home",1.6,"Low Risk"
23,2,"Science","Undergraduate","Working",2.29,14,1,1,"Partial",47651,10029,"Current",14,1,NA,65,"Home",2.6,"Medium Risk"
21,5,"Science","Graduate","Not Working",2.4,12,0,0,"None",34940,11190,"Delayed",0,3,4,443,"Dormitory",0.7,"Low Risk"
20,5,"Business","Undergraduate","Working",0.94,13,1,2,"None",35191,13519,NA,28,0,1,98,"Home",3.9,"High Risk"
22,3,"Engineering","Graduate","Not Working",2.62,9,0,0,"None",180182,9350,"Current",8,3,6,162,"Apartment",0.6,"Low Risk"
21,5,"Science","Undergraduate","Not Working",2.52,15,0,0,"None",34815,10669,"Delayed",7,2,6,192,"Apartment",1.3,"Low Risk"
20,3,"Liberal Arts","Undergraduate","Not Working",2.63,14,0,0,"None",11953,11004,NA,5,3,7,49,"Apartment",0.6,"Low Risk"
19,2,"Business","Graduate","Not Working",2.66,11,0,0,"Partial",16668,10753,"Current",3,1,5,738,"Dormitory",1.1,"Low Risk"
20,1,"Engineering","Undergraduate","Not Working",3.21,21,0,0,"None",137034,12923,"Current",4,1,8,56,"Apartment",1.2,"Low Risk"
19,1,"Business","Undergraduate","Not Working",3.2,18,0,0,"None",120521,11760,"Current",0,2,6,131,"Apartment",0.6,"Low Risk"
21,2,"Liberal Arts","Graduate","Not Working",2.49,7,0,0,"None",NA,14895,NA,1,3,3,35,"Apartment",0.2,"Low Risk"
21,2,"Science","Undergraduate","Working",1.44,9,2,1,"None",20040,9416,"Delayed",18,0,5,594,"Dormitory",0.7,"Medium Risk"
22,1,"Science","Undergraduate",NA,2.37,18,2,0,"None",18613,13463,"Delayed",2,4,3,5,"Home",0.5,"Low Risk"
18,1,"Science","Undergraduate","Working",3.2,15,1,0,"Full",NA,11284,"Current",2,4,NA,18,"Home",0.7,"Low Risk"
21,2,"Business","Undergraduate","Not Working",3.09,15,0,0,"None",16505,11209,NA,6,2,5,66,"Home",2.6,"Low Risk"
22,4,"Science","Undergraduate","Not Working",1.07,13,5,1,"None",NA,13262,NA,16,1,NA,42,"Home",1.7,"High Risk"
22,2,"Medicine","Undergraduate","Not Working",3.01,21,0,0,"None",20597,14145,"Delayed",3,3,NA,574,"Dormitory",1,"Low Risk"
28,5,"Business","Graduate","Working",0.94,12,4,2,"None",26231,10631,"Delayed",19,0,2,76,"Apartment",0.7,"High Risk"
22,3,"Medicine","Undergraduate","Not Working",2.17,19,0,0,"None",18988,15255,"Delayed",10,3,6,800,"Dormitory",1.1,"Low Risk"
20,1,"Business","Undergraduate","Not Working",1.26,19,1,2,"None",60617,9963,"Current",7,4,3,34,"Home",1.4,"Medium Risk"
23,6,"Liberal Arts","Undergraduate","Not Working",2.2,17,0,0,"None",32888,12580,NA,3,2,5,36,"Home",1.4,"Low Risk"
21,5,"Science","Undergraduate","Not Working",2.74,12,0,0,"None",NA,13768,NA,1,3,6,13,"Home",0.5,"Low Risk"
20,1,"Science","Graduate","Not Working",2.52,8,2,0,"None",154370,11768,"Current",5,2,4,100,"Apartment",0.6,"Low Risk"
18,3,"Engineering","Undergraduate",NA,1.57,17,2,0,"None",43994,15457,NA,3,3,4,10,"Home",0.5,"Medium Risk"
20,3,"Business","Graduate","Not Working",2.45,11,0,0,"None",128451,9278,"Current",3,2,7,161,"Dormitory",1,"Low Risk"
20,1,"Business","Undergraduate","Not Working",2.45,16,0,0,"None",14139,10804,NA,0,1,5,100,"Apartment",0.4,"Low Risk"
23,2,"Science","Graduate","Not Working",2.87,6,1,0,"Partial",23619,13618,NA,0,3,6,81,"Apartment",0.2,"Low Risk"
23,5,"Business","Undergraduate","Not Working",2.87,17,0,0,"Partial",55410,9903,"Current",2,3,7,34,"Home",1.4,"Low Risk"
23,4,"Business","Undergraduate","Working",2.51,9,0,0,"Full",8131,9639,"Current",9,0,5,14,"Home",0.6,"Medium Risk"
19,5,"Science","Undergraduate","Not Working",3.01,15,1,0,"Partial",44625,11304,NA,5,1,6,44,"Home",1.8,"Low Risk"
20,3,"Engineering","Undergraduate","Not Working",2.01,19,1,0,"None",76799,11289,"Current",10,1,4,8,"Home",0.5,"Low Risk"
25,1,"Science","Graduate","Not Working",2.78,10,0,0,"None",18486,13572,NA,9,4,4,25,"Home",1,"Low Risk"
25,4,"Business","Graduate","Working",3.49,13,0,0,"None",233452,10273,"Current",7,1,7,249,"Apartment",1.4,"Low Risk"
18,3,"Medicine","Undergraduate","Working",3.32,9,0,0,"Partial",33385,15897,"Current",9,0,5,351,"Apartment",1.2,"Low Risk"
19,2,"Engineering","Undergraduate",NA,1.16,13,2,2,"None",8672,13219,NA,12,1,3,19,"Home",0.8,"High Risk"
24,3,"Engineering","Graduate","Working",2.04,10,1,0,"None",27709,11574,"Delayed",11,1,6,47,"Home",1.9,"Medium Risk"
21,1,"Business","Undergraduate","Not Working",2.39,14,2,0,"None",51562,8861,"Current",9,2,6,31,"Apartment",1,"Low Risk"
19,3,"Engineering","Undergraduate","Not Working",1.88,17,0,0,"None",NA,8980,NA,6,1,5,5,"Home",0.5,"Medium Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",2.29,19,0,0,"None",8314,10633,NA,13,3,5,73,"Home",2.9,"Medium Risk"
18,3,"Engineering","Undergraduate","Not Working",2.11,18,0,2,"None",14120,11617,NA,1,3,4,18,"Home",0.7,"Low Risk"
21,2,"Business","Undergraduate","Not Working",2.3,12,0,0,"None",66490,8040,"Current",5,2,NA,609,"Apartment",0.2,"Low Risk"
20,1,"Engineering","Undergraduate","Working",2.21,11,1,0,"None",58106,8434,"Current",13,1,4,339,"Apartment",0.4,"Medium Risk"
22,2,"Business","Undergraduate","Not Working",2.97,14,0,0,"None",NA,6787,NA,7,4,7,39,"Home",1.6,"Low Risk"
22,1,"Science","Undergraduate","Not Working",1.15,21,1,0,"None",96158,16172,"Current",10,2,4,9,"Home",0.5,"Medium Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",3.01,12,0,0,"None",40482,11899,NA,0,2,6,113,"Dormitory",0.3,"Low Risk"
20,5,"Medicine","Graduate","Not Working",2.8,6,2,0,"None",15872,15804,NA,9,1,6,19,"Home",0.8,"Medium Risk"
21,2,"Engineering","Undergraduate","Not Working",1.03,14,3,0,"None",67412,13898,"Current",12,2,1,69,"Home",2.8,"Medium Risk"
22,5,"Engineering","Graduate","Working",1.18,9,0,2,"None",NA,9308,NA,21,0,4,71,"Home",2.8,"High Risk"
25,3,"Science","Graduate","Not Working",4,12,0,0,"Partial",11255,9164,"Current",0,2,7,189,"Dormitory",0.7,"Low Risk"
20,1,"Liberal Arts","Undergraduate",NA,1.87,16,1,0,"None",70481,12576,"Current",7,2,6,7,"Home",0.5,"Medium Risk"
21,3,"Science","Undergraduate","Not Working",0.82,14,1,2,"None",NA,10688,NA,13,0,3,152,"Dormitory",0.4,"High Risk"
26,2,"Science","Undergraduate","Not Working",2.05,21,0,0,"None",49699,11019,NA,3,2,4,51,"Apartment",1.3,"Low Risk"
22,1,"Liberal Arts","Graduate","Not Working",2.19,8,1,1,"None",53000,9167,NA,12,3,3,57,"Home",2.3,"Medium Risk"
22,4,"Medicine","Undergraduate",NA,3.37,15,0,0,"None",59150,15328,NA,6,1,7,192,"Apartment",0.3,"Low Risk"
23,2,"Engineering","Graduate","Not Working",3.28,7,0,0,"None",NA,8463,NA,0,4,6,156,"Dormitory",0.9,"Low Risk"
18,1,"Science","Graduate",NA,0.34,12,4,3,"None",NA,6451,"Delayed",22,1,3,800,"Dormitory",0.5,"High Risk"
20,3,"Liberal Arts","Undergraduate","Not Working",2.6,17,0,0,"None",34248,11071,"Delayed",5,3,6,20,"Home",0.8,"Low Risk"
21,1,"Medicine","Undergraduate",NA,2.21,13,0,0,"None",88512,16264,"Current",8,2,4,128,"Apartment",1.4,"Low Risk"
19,5,"Business","Graduate","Not Working",3.62,7,0,0,"None",NA,10426,NA,0,3,8,217,"Dormitory",1.2,"Low Risk"
23,1,"Engineering","Undergraduate",NA,0,16,2,3,"None",17452,9433,NA,19,0,1,40,"Home",1.6,"High Risk"
23,1,"Engineering","Undergraduate","Not Working",3.65,18,0,0,"Partial",62747,13020,"Current",0,2,7,41,"Home",1.6,"Low Risk"
24,2,"Business","Undergraduate","Not Working",2.96,13,0,0,"None",28429,10929,"Delayed",0,3,8,10,"Home",0.5,"Low Risk"
23,3,"Business","Undergraduate","Not Working",3.52,12,0,0,"None",52504,6827,"Current",0,3,6,59,"Apartment",1.4,"Low Risk"
21,1,"Business","Undergraduate",NA,1.84,15,1,1,"None",53406,11743,NA,3,3,5,13,"Home",0.5,"Low Risk"
18,4,"Medicine","Undergraduate","Working",3.16,15,0,0,"None",20115,12856,"Delayed",13,2,7,97,"Home",3.9,"Low Risk"
24,4,"Liberal Arts","Graduate",NA,3.49,7,0,0,"None",NA,11076,"Current",0,4,7,184,"Dormitory",0.8,"Low Risk"
18,3,"Science","Graduate","Not Working",3.17,12,0,0,"None",188658,13874,"Current",4,3,7,404,"Dormitory",1.3,"Low Risk"
21,5,"Engineering","Undergraduate","Not Working",3.89,12,0,0,"Partial",31286,12453,"Current",1,5,7,278,"Dormitory",1.4,"Low Risk"
18,3,"Science","Undergraduate","Working",0.03,10,3,2,"None",22816,14546,"Current",26,0,0,31,"Home",1.2,"High Risk"
20,3,"Medicine","Undergraduate",NA,3.86,14,0,0,"Full",21823,14017,"Current",0,3,10,800,"Dormitory",1.4,"Low Risk"
24,4,"Engineering","Undergraduate","Not Working",2.58,16,0,0,"None",NA,14034,NA,7,1,6,81,"Apartment",1.1,"Low Risk"
22,3,"Business","Graduate","Not Working",4,12,0,0,"Partial",41932,10145,"Current",0,2,NA,64,"Home",2.6,"Low Risk"
25,2,"Medicine","Graduate","Working",0.9,13,4,0,"None",41866,14580,NA,19,0,NA,127,"Apartment",0.7,"High Risk"
18,2,"Engineering","Undergraduate",NA,0.82,12,2,1,"None",36562,10261,NA,9,3,NA,5,"Home",0.5,"High Risk"
21,4,"Business","Undergraduate","Not Working",2.18,14,0,0,"None",56463,9360,"Current",8,2,4,82,"Home",3.3,"Low Risk"
18,2,"Business","Undergraduate","Working",1.94,14,0,0,"None",107987,11136,NA,22,1,5,92,"Home",3.7,"Medium Risk"
23,3,"Business","Undergraduate","Not Working",2.4,18,0,0,"None",59215,12008,"Current",6,2,NA,800,"Apartment",0.9,"Low Risk"
19,4,"Engineering","Undergraduate","Not Working",1.93,18,1,1,"None",NA,15572,NA,9,2,3,48,"Home",1.9,"Medium Risk"
18,4,"Engineering","Undergraduate","Working",1.77,12,2,1,"None",27255,13090,"Current",11,0,5,233,"Dormitory",0.5,"Medium Risk"
21,1,"Engineering","Undergraduate",NA,0.44,21,2,2,"None",15065,10656,NA,15,1,NA,323,"Dormitory",0.3,"High Risk"
21,3,"Science","Undergraduate","Working",1.86,13,3,1,"None",45857,10083,"Current",19,0,5,800,"Apartment",0.4,"Medium Risk"
20,1,"Engineering","Graduate","Not Working",2.35,9,0,0,"None",46098,10201,NA,5,2,6,57,"Home",2.3,"Low Risk"
24,3,"Liberal Arts","Undergraduate","Working",1.81,13,0,2,"None",NA,10516,NA,19,0,3,498,"Dormitory",0.4,"Medium Risk"
20,2,"Business","Undergraduate",NA,1.59,12,2,1,"None",78093,7498,"Current",8,1,1,81,"Apartment",1.4,"Medium Risk"
20,2,"Science","Undergraduate","Working",3.19,9,0,0,"None",23535,8880,"Current",9,0,9,268,"Dormitory",0.9,"Low Risk"
23,2,"Engineering","Graduate","Working",1.54,15,5,4,"None",7912,13204,"Delayed",24,0,NA,800,"Dormitory",1.1,"High Risk"
26,4,"Medicine","Undergraduate",NA,2.14,14,1,0,"None",58612,13128,"Current",19,0,5,282,"Apartment",1.3,"Low Risk"
21,1,"Engineering","Graduate",NA,1.25,8,2,3,"None",29050,10669,NA,6,3,3,255,"Dormitory",1,"High Risk"
24,1,"Science","Graduate",NA,1.57,9,1,1,"None",30843,10602,"Delayed",13,3,6,136,"Apartment",1.4,"Medium Risk"
20,4,"Business","Undergraduate","Working",1.55,13,3,0,"None",69399,10895,"Current",14,1,3,50,"Home",2,"Medium Risk"
21,2,"Engineering","Undergraduate",NA,0.67,13,2,1,"None",138920,12662,"Current",12,1,NA,206,"Apartment",0.9,"High Risk"
21,3,"Engineering","Undergraduate","Not Working",2.37,21,4,0,"Partial",16702,12806,"Current",9,4,5,11,"Home",0.5,"Medium Risk"
18,1,"Engineering","Undergraduate","Not Working",2.96,19,0,0,"None",27050,10564,"Current",7,3,NA,80,"Home",3.2,"Low Risk"
27,3,"Science","Undergraduate","Not Working",3.5,16,0,0,"None",NA,12443,NA,0,2,6,20,"Home",0.8,"Low Risk"
19,5,"Engineering","Undergraduate","Working",2.23,11,1,1,"None",25229,15284,"Delayed",10,0,7,31,"Home",1.2,"Medium Risk"
21,5,"Engineering","Undergraduate","Working",3.37,15,0,0,"Partial",27570,13488,"Delayed",11,1,7,23,"Home",0.9,"Low Risk"
18,2,"Engineering","Undergraduate","Not Working",2.11,13,2,0,"None",NA,13025,"Current",7,2,6,435,"Dormitory",1.2,"Medium Risk"
20,2,"Medicine","Undergraduate","Not Working",2.53,13,1,0,"None",70136,14231,"Current",5,3,5,167,"Dormitory",1.3,"Low Risk"
18,1,"Liberal Arts","Graduate","Not Working",2.88,9,0,0,"None",26038,10200,NA,1,3,6,800,"Dormitory",1,"Low Risk"
19,3,"Engineering","Undergraduate",NA,2.44,18,0,0,"None",92728,11150,NA,10,3,5,76,"Home",3,"Low Risk"
20,5,"Science","Undergraduate","Not Working",3.45,13,0,0,"None",292019,10786,"Current",2,2,11,56,"Apartment",0.8,"Low Risk"
22,3,"Science","Undergraduate","Not Working",1.81,16,0,0,"None",96131,6461,"Current",5,2,6,12,"Home",0.5,"Low Risk"
18,2,"Engineering","Undergraduate","Not Working",1.68,19,1,0,"None",NA,12520,"Delayed",14,1,2,42,"Home",1.7,"Medium Risk"
20,2,"Science","Undergraduate","Not Working",2.59,12,0,0,"None",30776,12146,"Current",2,2,8,21,"Home",0.8,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",1.9,13,0,0,"Partial",14903,5000,"Current",9,1,NA,27,"Home",1.1,"Medium Risk"
23,1,"Business","Graduate",NA,2.27,10,1,0,"None",30706,8633,"Delayed",9,1,3,251,"Dormitory",0.4,"Low Risk"
20,2,"Business","Graduate","Not Working",3.55,7,0,0,"Partial",NA,10727,"Current",0,3,5,158,"Dormitory",1.5,"Low Risk"
21,4,"Engineering","Graduate","Not Working",1.39,6,1,0,"None",218787,12211,"Current",4,3,5,8,"Home",0.5,"Medium Risk"
20,5,"Liberal Arts","Graduate","Not Working",2.02,9,2,0,"None",107344,10756,"Current",8,2,4,93,"Home",3.7,"Medium Risk"
23,2,"Engineering","Undergraduate","Not Working",3.36,13,1,0,"Full",12092,12675,"Current",7,3,6,800,"Dormitory",1,"Low Risk"
18,3,"Business","Undergraduate","Not Working",2.82,19,0,0,"None",17021,10942,NA,0,4,6,800,"Dormitory",0.3,"Low Risk"
18,2,"Business","Undergraduate","Working",2.08,12,2,2,"None",28656,9272,"Delayed",13,0,4,89,"Apartment",0.4,"Medium Risk"
22,1,"Liberal Arts","Graduate",NA,1.41,9,1,0,"None",23546,10446,"Overdue",9,2,2,100,"Apartment",0.5,"High Risk"
23,1,"Business","Undergraduate","Not Working",2.31,17,0,0,"None",NA,12152,NA,8,5,NA,800,"Apartment",1.2,"Low Risk"
21,1,"Science","Undergraduate","Not Working",2.24,16,0,0,"None",NA,12106,NA,8,1,5,116,"Dormitory",1.1,"Low Risk"
24,4,"Engineering","Undergraduate",NA,3.93,12,0,0,"Partial",61718,12507,"Current",5,2,9,76,"Home",3,"Low Risk"
21,5,"Business","Undergraduate","Not Working",3.28,20,0,0,"None",NA,6781,NA,3,2,4,117,"Dormitory",0.7,"Low Risk"
20,3,"Engineering","Graduate","Working",1.83,12,3,1,"None",50713,11914,"Current",10,1,5,81,"Apartment",1.1,"Medium Risk"
22,2,"Engineering","Undergraduate","Not Working",2.21,16,1,0,"None",4892,8789,NA,4,3,6,6,"Home",0.5,"Medium Risk"
19,3,"Engineering","Graduate","Not Working",4,10,0,0,"Full",NA,10139,NA,0,3,9,438,"Dormitory",1.2,"Low Risk"
18,4,"Engineering","Graduate","Not Working",3,10,0,0,"None",NA,9790,NA,9,3,7,547,"Dormitory",0.7,"Low Risk"
21,2,"Science","Undergraduate","Not Working",2.82,21,0,0,"None",92071,11907,"Current",4,1,NA,6,"Home",0.5,"Low Risk"
22,1,"Liberal Arts","Undergraduate","Working",3.45,15,1,0,"None",45992,7179,"Current",4,0,7,16,"Home",0.6,"Low Risk"
20,3,"Medicine","Undergraduate","Not Working",4,19,0,0,"Partial",38757,15622,"Current",7,2,9,85,"Home",3.4,"Low Risk"
23,4,"Liberal Arts","Graduate","Not Working",2.46,11,0,0,"None",9336,11764,"Delayed",5,2,3,105,"Dormitory",0.4,"Low Risk"
19,1,"Engineering","Graduate","Not Working",3.91,6,0,0,"None",NA,14054,NA,0,2,NA,78,"Home",3.1,"Low Risk"
25,1,"Business","Undergraduate",NA,3.81,21,0,0,"None",39003,12734,NA,2,4,7,77,"Home",3.1,"Low Risk"
22,1,"Liberal Arts","Undergraduate","Not Working",2.57,21,0,1,"None",NA,8612,NA,4,3,5,23,"Home",0.9,"Low Risk"
19,1,"Business","Undergraduate","Not Working",2.79,17,0,0,"None",164670,8913,"Current",2,2,NA,26,"Home",1,"Low Risk"
29,3,"Science","Undergraduate","Not Working",3.36,12,0,0,"None",NA,13545,"Current",0,3,11,159,"Apartment",0.5,"Low Risk"
24,4,"Science","Graduate",NA,4,15,0,0,"Full",NA,12810,NA,8,0,13,79,"Home",3.2,"Low Risk"
24,5,"Engineering","Undergraduate","Working",3.39,15,0,0,"None",71196,12266,"Current",6,1,8,5,"Home",0.5,"Low Risk"
19,2,"Liberal Arts","Undergraduate","Not Working",3.03,21,0,0,"None",81785,11976,"Current",1,4,4,800,"Apartment",0.5,"Low Risk"
24,1,"Science","Graduate","Working",2.63,9,1,0,"None",43363,9836,NA,13,0,7,100,"Apartment",1.4,"Low Risk"
21,3,"Liberal Arts","Undergraduate",NA,1.78,13,1,0,"None",38162,10920,"Delayed",4,2,0,251,"Apartment",0.9,"Medium Risk"
