"student.id","school.type","gender","location","ach","learn.style","study.hr","extra.act","extra.act.hr","self.esteem","social.skill","satisfac","sch.belong_ordinal","sch.absent","par.involv_ordinal","motiv_ordinal","acad.goal","time.manage1","time.manage2","acad.axiety1","acad.axiety2","acad.axiety3","acad.axiety4","acad.axiety5","teach.sup1","teach.sup2","teach.sup3","teach.sup4","teach.sup5","lrn.environ1","lrn.environ2","lrn.environ3","lrn.environ4","lrn.environ5"
1981,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",71.02866706279586,"เรียนผ่านการลงมือทำ",14.6,"กีฬา",0.4,7.5,13.5,3,"3",7,"5","5","เพื่อศึกษาต่อในประเทศ",14.5,19.9,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1982,"Private","หญิง","ภาคใต้",47.34484138515183,"เรียนผ่านการลงมือทำ",2.7,"กีฬา",3.1,5,9.3,4,"1",7,"3","1","เพื่อศึกษาต่อในประเทศ",15.8,14.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","2"
1983,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",46.31862851528555,"เรียนผ่านการลงมือทำ",9.2,"กีฬา",2.3,6.8,7.6,4,"2",8,"3","1","เพื่อศึกษาต่อในประเทศ",11.8,9.5,"3","3","2","3","3","3","2","3","1","3","3","3","3","3","3"
1984,"Private","หญิง","ภาคเหนือ",48.392353655897004,"เรียนผ่านการอ่าน-เขียน",2.4,"ชมรมวิชาการ",2.1,6.8,10.5,4,"3",12,"3","4","เพื่อศึกษาต่อในต่างประเทศ",8.9,4.8,"3","3","3","4","3","3","3","3","3","2","3","3","3","3","3"
1985,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",73.70360801777677,"เรียนผ่านการฟัง",13,"ศิลปะ",0.7,8.1,17.7,4,"5",2,"5","5","เพื่อศึกษาต่อในประเทศ",10.8,18.5,"3","4","3","3","3","3","3","1","1","3","4","3","4","5","3"
1986,"Private","ชาย","ภาคใต้",37.40742805767882,"เรียนผ่านการลงมือทำ",8.4,"ชมรมวิชาการ",1.1,7.1,13.2,3,"3",8,"5","5","เพื่อศึกษาต่อในประเทศ",7.9,10.2,"3","3","3","3","3","3","3","4","4","3","3","3","1","2","3"
1987,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",29.94028349415263,"เรียนผ่านการลงมือทำ",6.8,"กีฬา",2.6,7.4,5.4,1,"1",11,"3","1","เพื่อศึกษาต่อในประเทศ",13.6,7.8,"2","1","1","2","2","2","3","2","2","3","2","2","3","2","2"
1988,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",74.55695294942849,"เรียนผ่านการลงมือทำ",13.5,"ชมรมวิชาการ",1.6,11.3,13.5,2,"5",8,"5","5","เพื่อศึกษาต่อในประเทศ",12.8,14.6,"3","3","3","3","3","3","3","3","3","3","3","3","2","3","3"
1989,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",25.026469481616445,"เรียนผ่านการอ่าน-เขียน",6.1,"ชมรมวิชาการ",3.1,7.3,10.6,3,"1",10,"3","3","เพื่อศึกษาต่อในประเทศ",6.2,3.9,"2","2","1","3","2","3","3","3","3","5","2","2","3","3","3"
1990,"Private","หญิง","ภาคเหนือ",55.374491608059614,"เรียนผ่านการลงมือทำ",2.9,"กีฬา",2.7,12.2,9.3,3,"4",2,"5","1","เพื่อศึกษาต่อในต่างประเทศ",15,19.7,"3","3","3","3","3","2","1","1","1","3","3","4","3","3","3"
1991,"Private","ชาย","ภาคเหนือ",31.063327897131135,"เรียนผ่านการอ่าน-เขียน",3.5,"ชมรมวิชาการ",0.8,0.1,4.9,4,"1",18,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",11.7,1.2,"3","3","3","3","3","3","1","3","3","1","3","3","3","3","3"
1992,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",57.25528267141557,"เรียนผ่านการอ่าน-เขียน",9,"ชมรมวิชาการ",2,9.5,11.3,4,"3",11,"3","5","เพื่อศึกษาต่อในประเทศ",5.6,3.7,"3","4","3","3","3","3","3","3","3","4","3","3","3","3","3"
1993,"Public","หญิง","ภาคใต้",40.01046410094455,"เรียนผ่านการอ่าน-เขียน",4.1,"กีฬา",3.4,9,9,2,"3",12,"3","3","เพื่อศึกษาต่อในประเทศ",5.7,3.5,"3","3","3","3","3","3","3","3","3","3","2","3","3","2","2"
1994,"Public","ชาย","ภาคกลาง",64.52793158661582,"เรียนผ่านการฟัง",10.4,"ศิลปะ",2.5,8,14.8,3,"3",6,"5","5","เพื่อศึกษาต่อในประเทศ",9.2,16.1,"3","3","3","3","3","5","4","4","3","5","3","3","3","2","3"
1995,"Private","ชาย","ภาคเหนือ",60.76047905713145,"เรียนผ่านการอ่าน-เขียน",3.9,"ชมรมวิชาการ",2.4,8.9,15.6,3,"5",6,"5","3","เพื่อศึกษาต่อในประเทศ",8.1,14.4,"3","3","1","3","3","3","3","3","1","3","3","3","3","3","3"
1996,"Private","ชาย","ภาคเหนือ",71.77044313896458,"เรียนผ่านการอ่าน-เขียน",6.5,"ชมรมวิชาการ",1.3,9.7,9.7,4,"3",9,"3","3","เพื่อศึกษาต่อในประเทศ",8.7,7.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
1997,"Public","ชาย","ภาคเหนือ",30.9382387126454,"เรียนผ่านการอ่าน-เขียน",5.9,"ชมรมวิชาการ",1.2,6.1,6.5,3,"1",10,"2","1","ยังไม่มีเป้าหมายชัดเจน",12.4,8.7,"3","3","3","3","3","3","1","1","1","2","3","3","3","3","3"
1998,"Private","หญิง","ภาคใต้",46.01561781519035,"เรียนผ่านการลงมือทำ",2.5,"กีฬา",1.8,5.7,9.6,4,"3",12,"1","2","เพื่อศึกษาต่อในประเทศ",15.1,10.3,"3","3","3","3","3","3","3","3","3","3","2","3","3","3","3"
1999,"Public","ชาย","ภาคกลาง",59.05997958677384,"เรียนผ่านการลงมือทำ",11.5,"กีฬา",0.5,9.5,9.4,3,"5",8,"3","3","เพื่อศึกษาต่อในต่างประเทศ",6.8,4.7,"1","2","3","3","3","3","3","3","3","3","3","3","3","1","1"
2000,"Public","หญิง","ภาคกลาง",58.16322101950775,"เรียนผ่านการลงมือทำ",5.4,"กีฬา",0.7,1.1,9.8,2,"3",7,"3","3","เพื่อศึกษาต่อในประเทศ",9.8,10.5,"3","2","3","3","3","3","3","3","3","3","3","3","3","2","3"
2001,"Private","ชาย","ภาคกลาง",74.96490745965123,"เรียนผ่านการลงมือทำ",5.2,"กีฬา",1.7,5.6,16,5,"5",7,"4","5","เพื่อศึกษาต่อในประเทศ",11,12.7,"5","5","4","5","5","3","4","3","3","3","4","3","5","4","5"
2002,"Public","ชาย","ภาคกลาง",36.50226939866452,"เรียนผ่านการลงมือทำ",4.3,"ชมรมวิชาการ",2.9,6.7,8.1,2,"2",13,"2","1","เพื่อศึกษาต่อในประเทศ",11.9,5.2,"2","1","3","3","3","1","3","3","3","4","3","3","2","2","2"
2003,"Private","หญิง","ภาคเหนือ",71.35843110080737,"เรียนผ่านการอ่าน-เขียน",3.2,"ชมรมวิชาการ",0.7,7.2,14.7,3,"4",8,"3","5","เพื่อศึกษาต่อในประเทศ",13.8,16.8,"3","3","3","3","3","3","5","3","4","3","3","3","3","3","3"
2004,"Private","หญิง","ภาคเหนือ",53.45620305788092,"เรียนผ่านการอ่าน-เขียน",1.8,"ชมรมวิชาการ",3.1,6.6,9.1,4,"3",10,"3","1","เพื่อศึกษาต่อในประเทศ",14.7,12.4,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2005,"Public","หญิง","ภาคใต้",52.19085335338531,"เรียนผ่านการลงมือทำ",9.7,"กีฬา",2.8,6.5,12.5,3,"2",13,"4","3","เพื่อศึกษาต่อในประเทศ",15,13.2,"3","3","3","3","3","3","3","3","3","3","3","2","3","3","4"
2006,"Public","หญิง","ภาคเหนือ",44.19638812766341,"เรียนผ่านการอ่าน-เขียน",9,"ชมรมวิชาการ",0.5,10.5,9.9,2,"3",11,"3","3","เพื่อศึกษาต่อในต่างประเทศ",9.8,7.9,"3","3","3","2","3","1","1","3","3","1","1","1","3","3","3"
2007,"Public","หญิง","ภาคเหนือ",23.008826274944564,"เรียนผ่านการฟัง",1.5,"กีฬา",1.4,2.9,5.2,2,"2",15,"1","1","เพื่อศึกษาต่อในประเทศ",12.3,2,"3","3","2","3","2","3","3","3","4","3","1","2","3","2","3"
2008,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",46.19241119265916,"เรียนผ่านการลงมือทำ",6,"ชมรมวิชาการ",0.4,7.1,9.7,2,"3",11,"5","1","เพื่อศึกษาต่อในประเทศ",11.4,11,"2","1","1","3","2","2","2","1","1","2","1","1","2","1","2"
2009,"Private","หญิง","ภาคเหนือ",46.37899244336456,"เรียนผ่านการอ่าน-เขียน",0.8,"กีฬา",1.4,6,5.4,4,"3",9,"1","1","เพื่อศึกษาต่อในต่างประเทศ",10.7,7.1,"3","3","3","3","4","1","3","3","2","3","3","5","5","5","5"
2010,"Public","หญิง","ภาคเหนือ",45.84810635361081,"เรียนผ่านการฟัง",6.4,"ศิลปะ",0.8,6.5,11.1,2,"3",7,"4","3","เพื่อศึกษาต่อในประเทศ",12.2,15.3,"2","1","2","2","2","3","3","3","3","3","1","2","1","3","1"
2011,"Private","หญิง","ภาคกลาง",56.962276009409116,"เรียนผ่านการฟัง",5.2,"กีฬา",1.3,11.4,11,4,"3",16,"3","3","เพื่อศึกษาต่อในประเทศ",8.9,3.1,"3","3","3","3","3","3","3","3","3","3","3","3","3","4","3"
2012,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",65.480444983795607,"เรียนผ่านการลงมือทำ",7.8,"กีฬา",1.2,7.9,10.3,3,"4",9,"3","4","เพื่อศึกษาต่อในประเทศ",11.9,8.5,"3","3","2","3","3","3","3","3","3","3","3","3","3","4","3"
2013,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",44.671398452278964,"เรียนผ่านการลงมือทำ",3.9,"ศิลปะ",3.3,4.9,6.7,1,"3",8,"3","1","เพื่อศึกษาต่อในประเทศ",12.3,8.2,"1","1","2","1","2","3","3","3","3","3","1","1","1","3","1"
2014,"Public","หญิง","ภาคใต้",89.92619090941628,"เรียนผ่านการอ่าน-เขียน",13.9,"ชมรมวิชาการ",1.8,14.1,12.8,3,"5",9,"5","5","เพื่อศึกษาต่อในประเทศ",13,15.2,"3","3","3","3","3","4","4","3","3","3","3","3","3","3","3"
2015,"Public","ชาย","ภาคกลาง",43.96131500335234,"เรียนผ่านการลงมือทำ",8.5,"กีฬา",1.7,9.8,7.8,3,"3",7,"3","4","เพื่อศึกษาต่อในประเทศ",13.4,11.8,"3","3","3","1","3","3","3","3","3","3","3","3","2","3","3"
2016,"Public","หญิง","ภาคเหนือ",37.99688819459692,"เรียนผ่านการลงมือทำ",5.4,"กีฬา",2.7,3.5,7.8,2,"3",9,"1","1","เพื่อศึกษาต่อในประเทศ",9,4.9,"2","1","2","3","3","3","3","3","3","3","3","3","3","2","1"
2017,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",53.78450908980352,"เรียนผ่านการฟัง",11,"ศิลปะ",1.2,4.4,5.3,2,"3",6,"3","1","เพื่อศึกษาต่อในต่างประเทศ",13.2,10.8,"3","3","3","3","3","3","3","3","3","3","3","3","3","1","3"
2018,"Private","ชาย","ภาคเหนือ",52.98310684461138,"เรียนผ่านการลงมือทำ",5.8,"ศิลปะ",2.8,7.1,10.7,3,"3",16,"3","3","เพื่อศึกษาต่อในประเทศ",12.5,6.4,"3","3","3","3","3","3","3","2","3","3","3","3","2","3","3"
2019,"Private","หญิง","ภาคกลาง",70.50944796077712,"เรียนผ่านการลงมือทำ",5.8,"ศิลปะ",3.3,2.6,10,3,"5",0,"3","3","เพื่อศึกษาต่อในประเทศ",10.5,15.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2020,"Public","ชาย","ภาคกลาง",25.326584012388015,"เรียนผ่านการอ่าน-เขียน",4.9,"ชมรมวิชาการ",2.5,8.7,4.3,2,"1",14,"1","1","เพื่อศึกษาต่อในประเทศ",7.9,0.1,"3","1","1","3","2","3","3","3","3","3","2","1","3","1","3"
2021,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",48.51640366167445,"เรียนผ่านการลงมือทำ",2.3,"กีฬา",1.4,0.9,6.3,4,"3",14,"1","1","ยังไม่มีเป้าหมายชัดเจน",12.7,6.4,"3","3","3","3","3","3","3","3","3","3","3","4","3","3","3"
2022,"Public","หญิง","ภาคกลาง",48.18440347176901,"เรียนผ่านการลงมือทำ",5.4,"กีฬา",1.7,1.4,5.5,2,"2",8,"3","1","เพื่อศึกษาต่อในต่างประเทศ",8.9,8.5,"3","2","2","3","3","3","2","2","3","3","3","1","3","2","1"
2023,"Private","หญิง","ภาคกลาง",60.344149300800915,"เรียนผ่านการอ่าน-เขียน",9.2,"ชมรมวิชาการ",3.1,10.1,9.8,3,"3",6,"3","1","เพื่อศึกษาต่อในประเทศ",11.3,11.3,"3","3","3","3","3","3","3","3","3","3","3","4","4","3","3"
2024,"Private","หญิง","ภาคเหนือ",56.917058718013074,"เรียนผ่านการลงมือทำ",6.6,"กีฬา",1.5,11.1,11.8,5,"5",10,"3","5","เพื่อศึกษาต่อในประเทศ",8.8,7.8,"3","3","3","4","3","3","3","4","3","3","3","3","3","4","4"
2025,"Public","ชาย","ภาคเหนือ",71.48787963489208,"เรียนผ่านการลงมือทำ",8.4,"ชมรมวิชาการ",1.3,10.5,10.5,3,"4",9,"3","3","เพื่อศึกษาต่อในประเทศ",15.2,16.1,"3","3","3","3","3","3","3","3","3","3","2","4","3","3","3"
2026,"Private","ชาย","ภาคเหนือ",25.9548363263804,"เรียนผ่านการลงมือทำ",3.6,"ชมรมวิชาการ",2.2,6.2,5.3,4,"2",16,"1","1","เพื่อศึกษาต่อในประเทศ",12.9,2.3,"3","3","3","3","2","3","3","4","4","3","3","3","3","3","3"
2027,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",75.93264263006498,"เรียนผ่านการลงมือทำ",3.5,"กีฬา",3.8,9,17.8,5,"3",6,"5","5","เพื่อศึกษาต่อในประเทศ",16.9,19,"4","3","3","3","3","5","5","5","5","3","3","3","3","3","3"
2028,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",66.22920154682443,"เรียนผ่านการลงมือทำ",2.2,"กีฬา",3,11.1,12.9,4,"4",17,"2","5","เพื่อศึกษาต่อในประเทศ",12.1,7,"3","3","3","3","3","4","5","5","4","5","3","4","3","3","4"
2029,"Public","ชาย","ภาคเหนือ",46.79557335094286,"เรียนผ่านการฟัง",4.8,"ชมรมวิชาการ",1.2,2.5,9,3,"1",5,"3","1","เพื่อศึกษาต่อในประเทศ",12.9,13.6,"3","3","3","3","3","3","3","3","2","3","3","3","3","2","2"
2030,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",34.49896483414414,"เรียนผ่านการลงมือทำ",4.5,"ชมรมวิชาการ",2.7,9.1,7.4,2,"3",14,"3","1","เพื่อศึกษาต่อในประเทศ",11.1,5,"2","3","3","3","3","3","1","2","3","1","3","3","3","2","2"
2031,"Public","หญิง","ภาคใต้",14.057570249322357,"เรียนผ่านการฟัง",2.8,"ศิลปะ",2.8,3,3.9,2,"3",12,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",8.5,0.8,"3","2","2","2","3","1","3","2","3","3","2","2","3","3","3"
2032,"Private","ชาย","ภาคกลาง",40.36406193818489,"เรียนผ่านการลงมือทำ",2.1,"ศิลปะ",1.7,9.7,8.9,3,"1",13,"3","1","เพื่อศึกษาต่อในประเทศ",9.3,3.5,"3","3","3","3","3","2","2","3","2","3","3","3","3","3","3"
2033,"Private","หญิง","ภาคกลาง",41.202627031265855,"เรียนผ่านการอ่าน-เขียน",2.1,"ชมรมวิชาการ",2.5,1.9,8.6,3,"3",10,"1","1","เพื่อศึกษาต่อในประเทศ",9.5,5.1,"3","3","3","3","3","2","3","3","3","3","3","3","3","3","2"
2034,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",40.88241313295229,"เรียนผ่านการอ่าน-เขียน",3.6,"ชมรมวิชาการ",2.1,9.8,11.7,3,"3",9,"3","3","เพื่อศึกษาต่อในประเทศ",9.2,11.3,"3","3","3","3","3","3","3","3","4","3","3","3","3","3","3"
2035,"Private","ชาย","ภาคเหนือ",56.30696998293838,"เรียนผ่านการลงมือทำ",4.7,"ศิลปะ",2.7,2.7,9.2,3,"3",13,"3","3","เพื่อศึกษาต่อในต่างประเทศ",9.7,6.8,"3","3","3","3","3","3","1","3","3","3","3","3","2","3","1"
2036,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",66.85044184527074,"เรียนผ่านการลงมือทำ",5.2,"กีฬา",0.8,9,6.7,4,"3",7,"2","3","เพื่อศึกษาต่อในประเทศ",14,11,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2037,"Public","หญิง","ภาคเหนือ",48.283460828644245,"เรียนผ่านการลงมือทำ",5.1,"ชมรมวิชาการ",0.4,9.6,7.4,2,"4",11,"1","3","เพื่อศึกษาต่อในประเทศ",17.7,11.2,"3","2","3","3","3","3","3","3","3","3","3","3","3","3","3"
2038,"Public","ชาย","ภาคกลาง",21.20300692928403,"เรียนผ่านการฟัง",6.7,"กีฬา",0.8,3.3,7,1,"1",12,"2","1","เพื่อศึกษาต่อในประเทศ",10.4,4.2,"2","1","1","1","1","3","3","3","3","3","1","1","1","2","2"
2039,"Public","ชาย","ภาคใต้",61.49824721199275,"เรียนผ่านการลงมือทำ",9.7,"ชมรมวิชาการ",0.6,7.2,6.2,2,"4",5,"3","1","เพื่อศึกษาต่อในต่างประเทศ",9.6,10,"3","2","3","2","3","3","2","3","3","3","3","2","2","3","3"
2040,"Private","หญิง","ภาคกลาง",72.73800212930443,"เรียนผ่านการลงมือทำ",8,"กีฬา",0.1,8,11.7,4,"3",6,"4","5","เพื่อศึกษาต่อในประเทศ",13.1,15.4,"3","3","3","3","3","3","4","3","3","3","3","3","3","3","3"
2041,"Public","ชาย","ภาคเหนือ",41.18852287308157,"เรียนผ่านการฟัง",8.2,"ศิลปะ",4,6.8,6.7,3,"3",8,"3","1","เพื่อศึกษาต่อในต่างประเทศ",12.8,11.7,"3","3","3","3","3","3","1","2","3","2","3","3","3","3","3"
2042,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",50.53107526802827,"เรียนผ่านการอ่าน-เขียน",5.2,"ชมรมวิชาการ",1.4,5.2,9,2,"3",9,"3","2","เพื่อศึกษาต่อในประเทศ",16.4,15,"3","2","3","3","3","3","4","3","3","3","2","2","3","1","2"
2043,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",67.97820304409878,"เรียนผ่านการฟัง",7.1,"ศิลปะ",0.9,5.1,10.9,4,"5",11,"3","3","เพื่อศึกษาต่อในประเทศ",10.6,11.8,"3","3","3","3","3","2","3","3","2","3","3","3","3","3","3"
2044,"Private","ชาย","ภาคเหนือ",40.960294106179525,"เรียนผ่านการลงมือทำ",3,"กีฬา",2,5.2,9.1,4,"3",9,"3","3","เพื่อศึกษาต่อในประเทศ",9.4,5.9,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2045,"Public","หญิง","ภาคใต้",32.083004926614926,"เรียนผ่านการลงมือทำ",6.4,"กีฬา",0.5,3,4.5,2,"1",16,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",12.3,1.3,"2","1","2","3","3","1","2","1","1","2","3","2","3","2","2"
2046,"Public","หญิง","ภาคกลาง",47.742999069580094,"เรียนผ่านการลงมือทำ",7.7,"กีฬา",2.3,11.3,8.7,2,"4",12,"3","3","เพื่อศึกษาต่อในประเทศ",14.8,11.1,"3","3","3","2","3","3","3","3","3","3","3","3","3","2","3"
2047,"Private","ชาย","ภาคกลาง",36.882984553994405,"เรียนผ่านการอ่าน-เขียน",6.5,"กีฬา",2.5,4.4,4.3,3,"1",22,"1","1","เพื่อศึกษาต่อในประเทศ",12.8,0.2,"3","2","3","3","3","3","3","3","3","3","3","3","3","3","3"
2048,"Public","ชาย","ภาคตะวันออกเฉียงเหนือ",55.77209349991584,"เรียนผ่านการลงมือทำ",7.3,"กีฬา",0.7,4.2,13.2,3,"5",5,"5","5","เพื่อศึกษาต่อในประเทศ",8.1,13.7,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2049,"Public","ชาย","ภาคเหนือ",51.284517851794334,"เรียนผ่านการอ่าน-เขียน",8,"กีฬา",1,9.8,10.2,2,"1",10,"3","2","เพื่อศึกษาต่อในประเทศ",10.7,8.7,"2","3","3","1","3","2","3","1","3","3","2","2","3","2","3"
2050,"Private","ชาย","ภาคกลาง",49.055074262423446,"เรียนผ่านการอ่าน-เขียน",6.7,"ชมรมวิชาการ",2.6,9.9,9,4,"1",14,"5","1","เพื่อศึกษาต่อในประเทศ",13.6,9.1,"3","3","3","3","3","3","1","1","2","1","3","3","3","3","3"
2051,"Private","หญิง","ภาคเหนือ",54.69881866679214,"เรียนผ่านการอ่าน-เขียน",7.7,"ชมรมวิชาการ",0.4,2.2,13.6,4,"3",8,"4","4","เพื่อศึกษาต่อในประเทศ",15.7,17.4,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2052,"Public","หญิง","ภาคเหนือ",42.11881157880797,"เรียนผ่านการฟัง",7.3,"ศิลปะ",0.5,5.5,6.5,2,"3",11,"3","1","เพื่อศึกษาต่อในประเทศ",13.8,10.6,"3","3","2","2","2","2","3","2","3","3","2","1","1","2","1"
2053,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",44.079966097951925,"เรียนผ่านการฟัง",8,"กีฬา",2,5,5.3,2,"3",9,"3","1","เพื่อศึกษาต่อในต่างประเทศ",10.8,6.6,"2","3","3","1","3","1","3","1","1","2","2","3","2","3","2"
2054,"Public","ชาย","ภาคเหนือ",35.64746421883513,"เรียนผ่านการฟัง",4,"ศิลปะ",2.9,3.2,6.2,1,"3",17,"1","3","เพื่อศึกษาต่อในประเทศ",13.6,0.7,"3","2","2","1","1","5","3","3","3","4","3","2","1","2","1"
2055,"Private","หญิง","ภาคเหนือ",45.58582271288742,"เรียนผ่านการลงมือทำ",4.2,"กีฬา",2.1,9.9,13.6,4,"3",8,"4","5","เพื่อศึกษาต่อในประเทศ",7.7,12.4,"3","3","3","3","3","3","4","3","3","3","3","3","3","3","3"
2056,"Private","หญิง","ภาคเหนือ",29.854359489657945,"เรียนผ่านการอ่าน-เขียน",1.3,"ชมรมวิชาการ",1.9,4.8,5.7,3,"4",12,"3","3","เพื่อศึกษาต่อในประเทศ",13.2,8.4,"3","3","2","2","3","2","3","4","3","3","3","3","3","3","2"
2057,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",49.50352382274992,"เรียนผ่านการลงมือทำ",2.3,"กีฬา",3.1,10.7,9,2,"3",7,"3","3","เพื่อศึกษาต่อในประเทศ",10.1,9.7,"3","1","3","3","1","3","3","3","3","3","1","2","3","2","3"
2058,"Public","หญิง","ภาคใต้",20.117897139542283,"เรียนผ่านการลงมือทำ",5.8,"กีฬา",3.6,1,5.9,3,"1",16,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",14.1,2.7,"3","3","3","3","3","2","2","3","3","1","3","3","3","3","3"
2059,"Public","ชาย","ภาคเหนือ",51.66076312361173,"เรียนผ่านการลงมือทำ",7.2,"ศิลปะ",0.8,5.6,6.1,2,"3",14,"2","3","เพื่อศึกษาต่อในประเทศ",13,4.5,"2","1","3","3","3","3","2","3","3","3","1","3","1","1","3"
2060,"Public","หญิง","ภาคใต้",41.37851047856209,"เรียนผ่านการลงมือทำ",1.3,"ศิลปะ",1.5,1.8,5.9,2,"5",8,"1","1","ยังไม่มีเป้าหมายชัดเจน",8.9,4.5,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","2"
2061,"Public","ชาย","ภาคใต้",46.38611399178754,"เรียนผ่านการฟัง",9.3,"กีฬา",0.7,0,11.7,4,"1",10,"3","4","เพื่อศึกษาต่อในประเทศ",9.8,9.3,"4","4","3","3","3","3","3","2","4","3","3","3","3","3","4"
2062,"Public","ชาย","ภาคใต้",25.9791140317404,"เรียนผ่านการฟัง",5.5,"ศิลปะ",1.6,4.8,9.3,3,"1",7,"3","3","เพื่อศึกษาต่อในประเทศ",4.7,4.1,"3","3","3","3","3","3","3","3","3","4","3","3","3","3","3"
2063,"Private","หญิง","ภาคเหนือ",61.5777700892743,"เรียนผ่านการลงมือทำ",1.1,"ชมรมวิชาการ",3.4,9.9,10.7,4,"4",9,"3","2","เพื่อศึกษาต่อในประเทศ",11.5,11.7,"3","3","3","3","3","3","4","3","3","2","3","2","3","4","3"
2064,"Private","ชาย","ภาคกลาง",65.19693535802266,"เรียนผ่านการลงมือทำ",0.3,"กีฬา",4.2,6.8,7.5,4,"3",11,"1","2","เพื่อศึกษาต่อในประเทศ",18.1,12.3,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
2065,"Private","หญิง","ภาคเหนือ",40.816675205536235,"เรียนผ่านการลงมือทำ",1.4,"ศิลปะ",3.4,1.8,6.3,3,"2",9,"3","1","เพื่อศึกษาต่อในประเทศ",15.2,11.8,"3","2","3","3","3","3","3","3","3","3","3","3","3","2","3"
2066,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",60.51559603723475,"เรียนผ่านการอ่าน-เขียน",3.8,"กีฬา",3.2,9.1,12.1,3,"3",9,"5","5","เพื่อศึกษาต่อในประเทศ",12.1,13.4,"3","3","3","2","3","3","3","3","3","3","3","3","3","3","2"
2067,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",65.68880388575818,"เรียนผ่านการอ่าน-เขียน",8.4,"ชมรมวิชาการ",1,6.5,10.7,5,"3",5,"3","3","เพื่อศึกษาต่อในประเทศ",8.6,10.1,"5","5","4","3","3","3","3","3","3","3","4","5","3","4","3"
2068,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",43.311996720551655,"เรียนผ่านการลงมือทำ",2.3,"กีฬา",0.9,1.3,9.1,3,"3",15,"3","2","เพื่อศึกษาต่อในประเทศ",7.9,1.8,"3","3","3","3","3","3","3","3","3","4","3","3","3","3","3"
2069,"Public","ชาย","ภาคใต้",52.6890698105467,"เรียนผ่านการอ่าน-เขียน",9.3,"ชมรมวิชาการ",0.5,3.3,8.7,3,"3",9,"3","5","เพื่อศึกษาต่อในประเทศ",10.1,7.9,"3","3","3","3","3","3","3","3","3","2","3","3","3","3","1"
2070,"Private","หญิง","ภาคกลาง",45.255092244963926,"เรียนผ่านการอ่าน-เขียน",8.7,"กีฬา",2.2,3.2,10.4,4,"3",13,"3","3","เพื่อศึกษาต่อในประเทศ",10.1,5.5,"3","3","3","3","3","3","3","3","3","2","3","3","3","3","3"
2071,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",12.031529891103267,"เรียนผ่านการอ่าน-เขียน",4.3,"ชมรมวิชาการ",3.4,2.6,6.2,3,"3",19,"1","1","ยังไม่มีเป้าหมายชัดเจน",9.3,0.4,"3","3","3","3","3","3","1","3","3","3","3","3","3","3","3"
2072,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",57.15101150393121,"เรียนผ่านการอ่าน-เขียน",2.1,"ชมรมวิชาการ",3.9,5.4,10.2,4,"4",7,"3","5","เพื่อศึกษาต่อในประเทศ",17.1,17.7,"3","3","3","4","4","3","3","3","3","3","3","3","3","3","3"
